OccNo,VesselName,VesselFlag,VesselType,VesselSubType,GrossTonnage,YearBuilt,YearRebuilt,VesselPhase,VesselActivityType,VesselActivitySubType,VesselLossIND,PrimaryVesselIND,PrimaryAccIncTypeIND,VesselAccIncType,VesselAccIncSubType,PRODUCTION_DT
M05L0235,MARIA V.,MARSHALL ISLANDS,CARGO - SOLID,CONTAINER SHIP,36679.00,1987,,UNDERWAY - unknown,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M05L0236,DIAMOND STAR,CANADA,CARGO - LIQUID,PRODUCT TANKER,6262.00,1992,,UNKNOWN,CARRIAGE OF GOODS,N/A,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,2018-08-15T10:01:40
M05L0237,MOKAMI,CANADA,CARGO - LIQUID,PRODUCT TANKER,3015.00,1989,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M05L0238,HYDE PARK,LIBERIA,CARGO - LIQUID,PRODUCT TANKER,22103.00,1982,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05L0239,SURF KING II,CANADA,FISHING,UNKNOWN,14.81,1983,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05L0240,CARL-STEVENS JEAN,CANADA,FISHING,UNKNOWN,56.29,1987,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M05L0241,KENT NAVIGATOR,GIBRALTAR,CARGO - SOLID,GENERAL CARGO,12804.00,1977,,UNDERWAY - unknown,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M05L0242,ATLANTIC TEAK,CANADA,TUG,N/A,310.00,1975,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05L0244,NORDIK EXPRESS,CANADA,PASSENGER,PASSENGER - CARGO,1619.03,1974,,BERTHED/DOCKED,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M05L0245,NAVISION BULKER,PANAMA,CARGO - SOLID,CONTAINER SHIP,22359.00,1985,,BERTHED/DOCKED,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05L0247,ALGOISLE,CANADA,CARGO - SOLID,BULK CARRIER,18127.04,1963,,UNKNOWN,CARRIAGE OF GOODS,N/A,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M05L0248,FREDERICK G. CREED,CANADA,RESEARCH/SURVEY- OTHER,N/A,151.95,1988,,ANCHORED,GOVERNMENT-GENERAL,N/A,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M05L0249,CHIOS SAILOR,GREECE,CARGO - SOLID,BULK CARRIER,17832.00,1984,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M05L0250,OCEAN FOXTROT,CANADA,SERVICE SHIP,OFFSHORE SUPPORT (INCL. ANCHOR HANDLING/DIVING/STANDBY),699.96,1971,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05L0252,RADISSON,CANADA,FERRY,COMBINATION,1182.53,1954,,UNDERWAY - unknown,SERVICE,ICEBREAKING,NO,YES,YES,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),2018-08-15T10:01:40
M05L0252,SANS TERRE,CANADA,SAILING VESSEL,RIG NOT SPECIFIED,,,,UNDERWAY - moving ahead,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,NO,YES,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),2018-08-15T10:01:40
M05L0254,ATLANTIC BEECH,CANADA,TUG,N/A,293.89,1969,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,CARGO SHIFT/CARGO LOSS,CARGO SHIFTED,2018-08-15T10:01:40
M05L0254,ATL 2402,CANADA,BARGE - CARGO SOLID,BARGE - GENERAL CARGO,2278.60,1981,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,NO,YES,CARGO SHIFT/CARGO LOSS,CARGO SHIFTED,2018-08-15T10:01:40
M05L0255,CICERO,CANADA,CARGO - SOLID,RO-RO-CARGO,11819.27,1978,,UNDERWAY - unknown,CARRIAGE OF GOODS,N/A,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M05L0255,OMNI ST.LAURENT,CANADA,TUG,N/A,160.84,1957,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M05L0257,JADE STAR,CANADA,CARGO - LIQUID,PRODUCT TANKER,6262.00,1993,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05L0258,HANJIN TAMPA,KENYA,CARGO - SOLID,BULK CARRIER,16252.00,1995,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05L0259,CHIOS SAILOR,GREECE,CARGO - SOLID,BULK CARRIER,17832.00,1984,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M05L0263,JAMES A HANNAH,UNITED STATES - US,TUG,N/A,592.00,1945,,UNDERWAY - moving ahead,SERVICE,PUSHING,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M05L0267,ST. MARCO,LIBERIA,CARGO - LIQUID,PRODUCT TANKER,28517.00,2003,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05L0268,SANDVIKEN,BAHAMAS,CARGO - SOLID,BULK CARRIER,23271.00,1986,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05L0269,AMUNDSEN,CANADA,SERVICE SHIP,ICEBREAKER,5910.42,1978,,UNDERWAY - moving ahead,SERVICE,ICEBREAKING,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,2018-08-15T10:01:40
M05L0270,YARMOUTH,MARSHALL ISLANDS,CARGO - SOLID,BULK CARRIER,17730.00,1985,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05L0273,ALMA ATA,TURKEY,CARGO - SOLID,BULK CARRIER,43286.00,1999,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05L0277,CICERO,CANADA,CARGO - SOLID,RO-RO-CARGO,11819.27,1978,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M05L0278,KARABOUDGA,CANADA,FISHING,TRAWLER,25.79,1989,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M05L0278,GEORGIANNE,CANADA,FISHING,UNKNOWN,25.30,1994,,UNDERWAY - moving ahead,FISHING,FISHING,NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M05M0001,SEA BUZZARD,CANADA,FISHING,UNKNOWN,14.92,1993,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0002,PIRATE PRINCESS,CANADA,FISHING,UNKNOWN,13.93,1988,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0003,RSV HORIZON,CANADA,RESEARCH/SURVEY- OTHER,N/A,22.09,1975,,BERTHED/DOCKED,SERVICE,RESEARCH,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M05M0004,JILL MARIE,CANADA,FISHING,UNKNOWN,43.98,2000,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M05M0005,JOSEPH AND CLARA SMALLWOOD,CANADA,FERRY,PASSENGER/VEHICLE,27614.91,1989,,UNDERWAY - unknown,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M05M0006,DECEIVER,CANADA,FISHING,UNKNOWN,14.50,1985,,UNKNOWN,UNKNOWN,N/A,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M05M0007,SEAMAN'S TOY,CANADA,FISHING,TRAWLER,79.38,1981,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M05M0008,MARIO G.,CANADA,FISHING,UNKNOWN,122.53,1966,,UNKNOWN,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0009,I.V.Y.,CANADA,FISHING,UNKNOWN,144.08,2000,,UNKNOWN,FISHING,FISHING,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M05M0010,STASHELOR,CANADA,FISHING,UNKNOWN,39.93,1980,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0011,SHERYL LYNN I,CANADA,FISHING,UNKNOWN,53.00,1988,,UNKNOWN,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0012,GULF'S PRIDE,CANADA,FISHING,UNKNOWN,14.79,1975,,MOORED,FISHING,AQUACULTURE OPERATIONS,NO,YES,YES,SANK,FLOODING,2018-08-15T10:01:40
M05M0014,ATLANTIC BEECH,CANADA,TUG,N/A,293.89,1969,,UNDERWAY - moving ahead,SERVICE,PILOTAGE,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M05M0015,JOHN 3.16,CANADA,FISHING,UNKNOWN,14.66,1981,,UNKNOWN,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M05M0016,RAISING THE DEVIL,CANADA,FISHING,UNKNOWN,47.26,2001,,UNKNOWN,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M05M0017,LO-ELLEN,CANADA,FISHING,UNKNOWN,9.79,1986,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M05M0018,LADY MAGGIE II,CANADA,FISHING,UNKNOWN,45.30,1985,,UNKNOWN,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M05M0019,A.P.A. NO.1,CANADA,SERVICE SHIP,PILOT BOAT,51.09,1976,,UNDERWAY - unknown,UNKNOWN,N/A,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M05M0020,GRAND MANAN V,CANADA,FERRY,PASSENGER,3832.53,1990,,BERTHED/DOCKED,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0021,ATLANTIC SPRUCE,CANADA,TUG,N/A,383.42,1994,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M05M0022,HUDSON,CANADA,SURVEY/RESEARCH,OCEANOGRAPHIC/HYDROGRAPHIC SURVEY,3720.80,1963,,UNDERWAY - moving ahead,GOVERNMENT-GENERAL,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0023,PRINCESS OF ACADIA,CANADA,FERRY,PASSENGER/VEHICLE,10050.71,1971,,UNDERWAY - unknown,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0023,PRINCESS OF ACADIA,CANADA,FERRY,PASSENGER/VEHICLE,10050.71,1971,,UNDERWAY - unknown,CARRIAGE OF PEOPLE,GENERAL,NO,YES,NO,EXPLOSION,N/A,2018-08-15T10:01:40
M05M0024,SPARKLING CRYSTAL,CANADA,FISHING,UNKNOWN,12.04,1988,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M05M0025,MARIE SIMONE,CANADA,FISHING,UNKNOWN,,,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M05M0026,MARYLINE C.,CANADA,FISHING,UNKNOWN,21.00,1996,,UNKNOWN,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M05M0027,SAMBRO,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,43.00,1996,,UNDERWAY - unknown,GOVERNMENT-GENERAL,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M05M0027,DAY TRADER,CANADA,FISHING,UNKNOWN,9.50,2000,,BERTHED/DOCKED,UNKNOWN,N/A,NO,NO,YES,COLLISION,STRUCK BY VESSEL,2018-08-15T10:01:40
M05M0027,UNKNOWN,CANADA,FISHING,UNKNOWN,,,,BERTHED/DOCKED,UNKNOWN,N/A,NO,NO,YES,COLLISION,STRUCK BY VESSEL,2018-08-15T10:01:40
M05M0028,RUTHIE C,CANADA,FISHING,UNKNOWN,,,,UNKNOWN,UNKNOWN,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M05M0029,DEAN C.R.,CANADA,FISHING,UNKNOWN,86.37,1972,,UNDERWAY - moving ahead,UNKNOWN,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M05M0030,S.B.L.,CANADA,FISHING,UNKNOWN,67.33,1982,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0031,ATLANTIC HURON,CANADA,CARGO - SOLID,BULK CARRIER,23054.00,1984,,UNDERWAY - unknown,CARRIAGE OF GOODS,N/A,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M05M0031,ATLANTIC LARCH,CANADA,TUG,N/A,392.00,1999,,UNDERWAY - moving ahead,SERVICE,PUSHING,NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M05M0032,S.B.L.,CANADA,FISHING,UNKNOWN,67.33,1982,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M05M0034,JUNE ROSE,CANADA,FISHING,UNKNOWN,18.64,1988,,ANCHORED,FISHING,FISHING,NO,YES,YES,COLLISION,STRUCK BY VESSEL,2018-08-15T10:01:40
M05M0034,UNK/INC (M05M0034),CANADA,FISHING,UNKNOWN,,,,UNDERWAY - unknown,FISHING,FISHING,NO,NO,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M05M0035,PIE'LALO,CANADA,FISHING,UNKNOWN,14.50,2002,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M05M0036,SHERYL LYNN I,CANADA,FISHING,UNKNOWN,53.00,1988,,UNKNOWN,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0037,MISS LISANNE,CANADA,FISHING,UNKNOWN,21.00,1995,,ANCHORED,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0038,RIP 'N' TEAR II,CANADA,FISHING,UNKNOWN,13.75,2001,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M05M0039,ALLAIN R. II,CANADA,FISHING,UNKNOWN,14.00,1994,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,SANK,FLOODING,2018-08-15T10:01:40
M05M0040,CRAZY HORSE II,CANADA,FISHING,UNKNOWN,14.70,,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M05M0041,L'ECUME DE MER,CANADA,FISHING,UNKNOWN,12.96,2000,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0042,ROSEWAY,UNITED STATES - US,SAILING VESSEL,RIG NOT SPECIFIED,250.00,1925,,UNKNOWN,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M05M0043,KNIGHT HAWK II,CANADA,FISHING,UNKNOWN,10.00,1989,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M05M0044,MUSTER BUSTER,CANADA,FISHING,UNKNOWN,13.21,1988,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),2018-08-15T10:01:40
M05M0044,MUSTER BUSTER,CANADA,FISHING,UNKNOWN,13.21,1988,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,NO,SANK,FOUNDERS (TAKING ON WATER ABOVE THE WATERLINE),2018-08-15T10:01:40
M05M0045,KILLER WHALE,CANADA,FISHING,UNKNOWN,12.00,1995,,UNKNOWN,FISHING,FISHING,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M05M0046,MOLLY MARIE,CANADA,FISHING,UNKNOWN,11.90,1988,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M05M0047,BRANNTELLE,CANADA,FISHING,UNKNOWN,47.18,1988,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M05M0048,CLOUSTON,CANADA,FISHING,TRAWLER,277.53,1979,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,2018-08-15T10:01:40
M05M0049,CETACEAN QUEST,CANADA,PASSENGER,PASSENGER - CARGO,42.65,1992,,UNDERWAY - unknown,CARRIAGE OF PEOPLE,EXCURSION - ECO TOURISM,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0050,RISKY BUSINESS 2000,CANADA,FISHING,UNKNOWN,13.44,1999,,UNKNOWN,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M05M0051,SYLVIE NO. 1,CANADA,FISHING,UNKNOWN,11.12,1965,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M05M0052,CONFEDERATION,CANADA,FERRY,PASSENGER/VEHICLE,8060.80,1993,,UNDERWAY - unknown,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,2018-08-15T10:01:40
M05M0053,MARLENE MARIE,CANADA,FISHING,UNKNOWN,13.43,1992,,UNDERWAY - unknown,FISHING,FISHING,YES,YES,YES,SANK,FLOODING,2018-08-15T10:01:40
M05M0054,KEISHA J,CANADA,FISHING,UNKNOWN,14.89,1998,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M05M0055,PEGGY'S COVE EXPRESS,CANADA,PASSENGER,PASSENGER - CARGO,14.50,1999,,UNDERWAY - unknown,CARRIAGE OF PEOPLE,EXCURSION,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0056,TIGERSHARK 2001,CANADA,FISHING,UNKNOWN,12.56,2000,,UNDERWAY - unknown,UNKNOWN,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M05M0057,3 J'S 2,CANADA,FISHING,UNKNOWN,16.86,1979,,UNKNOWN,FISHING,FISHING,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M05M0058,ALGOSCOTIA,CANADA,CARGO - LIQUID,PRODUCT TANKER,13352.00,2004,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0059,T.H.B.,CANADA,FISHING,UNKNOWN,14.76,1979,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M05M0060,DEER ISLAND PRINCESS II,CANADA,PASSENGER,PASSENGER - CARGO,312.00,2001,,UNDERWAY - unknown,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M05M0061,CAPTAIN CUB,CANADA,FISHING,UNKNOWN,28.72,1994,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M05M0061,BOOGIE ON,CANADA,FISHING,UNKNOWN,14.00,1994,,UNDERWAY - moving ahead,FISHING,FISHING,NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M05M0062,HOLIDAY ISLAND,CANADA,FERRY,OTHER,3037.17,1971,,UNDERWAY - unknown,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M05M0063,ASL SANDERLING,CANADA,CARGO - SOLID,RO-RO-CARGO,22776.87,1977,,UNDERWAY - unknown,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M05M0064,MAERSK GABARUS,CANADA,SERVICE SHIP,OFFSHORE SUPPORT (INCL. ANCHOR HANDLING/DIVING/STANDBY),2769.27,1983,,UNDERWAY - unknown,SERVICE,SURVEY,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0065,TWO GIRLS,CANADA,FISHING,UNKNOWN,9.08,1986,,UNKNOWN,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0066,COASTAL EXPLORER,CANADA,SERVICE SHIP,PATROL VESSEL (HARBOUR/SECURITY/RCMP),2.00,1995,,UNDERWAY - unknown,CARRIAGE OF PEOPLE,EXCURSION,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M05M0067,LITTLE RASCAL,CANADA,FISHING,UNKNOWN,10.45,1983,,UNDERWAY - moving ahead,UNKNOWN,N/A,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,"BOARDING, BEING ON BOARD, FALLING OVERBOARD FROM THE SHIP",2018-08-15T10:01:40
M05M0068,COURTNEY DAWN,CANADA,FISHING,UNKNOWN,12.06,1984,,UNKNOWN,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M05M0070,I.V. NO. 14,CANADA,CARGO - SOLID,GENERAL CARGO,148.35,1937,1973,UNDERWAY - unknown,CARRIAGE OF GOODS,N/A,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M05M0070,ROSAIRE,CANADA,SERVICE SHIP,DREDGER/HOPPER,714.41,1952,,UNKNOWN,CARRIAGE OF GOODS,N/A,NO,NO,YES,COLLISION,STRUCK BY VESSEL,2018-08-15T10:01:40
